VDH_Code,Indicator,Timeframe,Geography_Type,Geography_Name,Demographic_Type,Demographic_Name,Value,State_Comparison,Notes,MostRec_DisagTimeframe,MostRec_DisagTimeframeValue,MostRec_VTValuePerGeogType,Stat_Comment,DemographicNameCleaned,_timestamp
HDS04,% of adults age 18 and older with chronic kidney disease who have ever been diagnosed with high blood pressure,2021,State,Vermont,Sex,Male,80,NA,,2023,78,71,,Male,2025-09-08
HDS04,% of adults age 18 and older with chronic kidney disease who have ever been diagnosed with high blood pressure,2021,State,Vermont,Income,Middle ($25K- <50K),77,NA,,,,,,Middle ($25K- <50K),2025-09-08
HDS04,% of adults age 18 and older with chronic kidney disease who have ever been diagnosed with high blood pressure,2021,State,Vermont,SOGI,Heterosexual Cisgender,76,NA,,2023,70,71,,Heterosexual Cisgender,2025-09-08
HDS04,% of adults age 18 and older with chronic kidney disease who have ever been diagnosed with high blood pressure,2021,State,Vermont,Education,Some College,76,NA,,2023,77,71,,Some College,2025-09-08
HDS04,% of adults age 18 and older with chronic kidney disease who have ever been diagnosed with high blood pressure,2021,State,Vermont,Income,High ($50K - <$75K),76,NA,,,,,,High ($50K - <$75K),2025-09-08
HDS04,% of adults age 18 and older with chronic kidney disease who have ever been diagnosed with high blood pressure,2021,State,Vermont,Race and Ethnicity,Overall,75,NA,,2023,71,71,,Overall,2025-09-08
HDS04,% of adults age 18 and older with chronic kidney disease who have ever been diagnosed with high blood pressure,2021,State,Vermont,Sex,Overall,75,NA,,2023,71,71,,Overall,2025-09-08
HDS04,% of adults age 18 and older with chronic kidney disease who have ever been diagnosed with high blood pressure,2021,State,Vermont,SOGI,Overall,75,NA,,2023,71,71,,Overall,2025-09-08
HDS04,% of adults age 18 and older with chronic kidney disease who have ever been diagnosed with high blood pressure,2021,State,Vermont,Disability,Overall,75,NA,,2023,71,71,,Overall,2025-09-08
HDS04,% of adults age 18 and older with chronic kidney disease who have ever been diagnosed with high blood pressure,2021,State,Vermont,Education,Overall,75,NA,,2023,71,71,,Overall,2025-09-08
HDS04,% of adults age 18 and older with chronic kidney disease who have ever been diagnosed with high blood pressure,2021,State,Vermont,Income,Overall,75,NA,,2023,71,71,,Overall,2025-09-08
HDS04,% of adults age 18 and older with chronic kidney disease who have ever been diagnosed with high blood pressure,2021,State,Vermont,Income,Highest ($75K+),72,NA,,,,,,Highest ($75K+),2025-09-08
HDS04,% of adults age 18 and older with chronic kidney disease who have ever been diagnosed with high blood pressure,2021,State,Vermont,Sex,Female,70,NA,,2023,64,71,,Female,2025-09-08
HDS04,% of adults age 18 and older with chronic kidney disease who have ever been diagnosed with high blood pressure,2021,State,Vermont,Education,College Degree or More,70,NA,,2023,67,71,,College Degree or More,2025-09-08
HDS04,% of adults age 18 and older with chronic kidney disease who have ever been diagnosed with high blood pressure,2021,State,Vermont,SOGI,LGBTQ,65,NA,,2023,74,71,,LGBTQ,2025-09-08
HDS04,% of adults age 18 and older with chronic kidney disease who have ever been diagnosed with high blood pressure,2021,State,Vermont,Race and Ethnicity,BIPOC,-99999,NA,,2023,74,71,,BIPOC,2025-09-08
HDS04,% of adults age 18 and older with chronic kidney disease who have ever been diagnosed with high blood pressure,2021,State,Vermont,Race and Ethnicity,"White, non-Hispanic",74,NA,,2023,70,71,,"White, non-Hispanic",2025-09-08
HDS04,% of adults age 18 and older with chronic kidney disease who have ever been diagnosed with high blood pressure,2021,State,Vermont,Disability,No Disability,68,NA,,2023,60,71,,No Disability,2025-09-08
HDS04,% of adults age 18 and older with chronic kidney disease who have ever been diagnosed with high blood pressure,2021,State,Vermont,Education,High School Degree or Less,75,NA,,2023,69,71,,High School Degree or Less,2025-09-08
HDS04,% of adults age 18 and older with chronic kidney disease who have ever been diagnosed with high blood pressure,2021,State,Vermont,NA,NA,75,NA,,2023,71,71,,Overall,2025-09-08
HDS04,% of adults age 18 and older with chronic kidney disease who have ever been diagnosed with high blood pressure,2022,State,Vermont,Education,Some College,85,NA,,2023,77,71,,Some College,2025-09-08
HDS04,% of adults age 18 and older with chronic kidney disease who have ever been diagnosed with high blood pressure,2022,State,Vermont,Income,Highest ($75K+),76,NA,,,,,,Highest ($75K+),2025-09-08
HDS04,% of adults age 18 and older with chronic kidney disease who have ever been diagnosed with high blood pressure,2022,State,Vermont,Race and Ethnicity,"White, non-Hispanic",75,NA,,2023,70,71,,"White, non-Hispanic",2025-09-08
HDS04,% of adults age 18 and older with chronic kidney disease who have ever been diagnosed with high blood pressure,2022,State,Vermont,SOGI,Heterosexual Cisgender,74,NA,,2023,70,71,,Heterosexual Cisgender,2025-09-08
HDS04,% of adults age 18 and older with chronic kidney disease who have ever been diagnosed with high blood pressure,2022,State,Vermont,Disability,Disability,74,NA,,2023,77,71,,Disability,2025-09-08
HDS04,% of adults age 18 and older with chronic kidney disease who have ever been diagnosed with high blood pressure,2022,State,Vermont,Race and Ethnicity,Overall,72,NA,,2023,71,71,,Overall,2025-09-08
HDS04,% of adults age 18 and older with chronic kidney disease who have ever been diagnosed with high blood pressure,2022,State,Vermont,Sex,Overall,72,NA,,2023,71,71,,Overall,2025-09-08
HDS04,% of adults age 18 and older with chronic kidney disease who have ever been diagnosed with high blood pressure,2022,State,Vermont,SOGI,Overall,72,NA,,2023,71,71,,Overall,2025-09-08
HDS04,% of adults age 18 and older with chronic kidney disease who have ever been diagnosed with high blood pressure,2022,State,Vermont,Disability,Overall,72,NA,,2023,71,71,,Overall,2025-09-08
HDS04,% of adults age 18 and older with chronic kidney disease who have ever been diagnosed with high blood pressure,2022,State,Vermont,Education,Overall,72,NA,,2023,71,71,,Overall,2025-09-08
HDS04,% of adults age 18 and older with chronic kidney disease who have ever been diagnosed with high blood pressure,2022,State,Vermont,Income,Overall,72,NA,,2023,71,71,,Overall,2025-09-08
HDS04,% of adults age 18 and older with chronic kidney disease who have ever been diagnosed with high blood pressure,2022,State,Vermont,Sex,Male,71,NA,,2023,78,71,,Male,2025-09-08
HDS04,% of adults age 18 and older with chronic kidney disease who have ever been diagnosed with high blood pressure,2022,State,Vermont,SOGI,LGBTQ,70,NA,,2023,74,71,,LGBTQ,2025-09-08
HDS04,% of adults age 18 and older with chronic kidney disease who have ever been diagnosed with high blood pressure,2022,State,Vermont,Disability,No Disability,70,NA,,2023,60,71,,No Disability,2025-09-08
HDS04,% of adults age 18 and older with chronic kidney disease who have ever been diagnosed with high blood pressure,2022,State,Vermont,Education,High School Degree or Less,67,NA,,2023,69,71,,High School Degree or Less,2025-09-08
HDS04,% of adults age 18 and older with chronic kidney disease who have ever been diagnosed with high blood pressure,2022,State,Vermont,Race and Ethnicity,BIPOC,65,NA,,2023,74,71,,BIPOC,2025-09-08
HDS04,% of adults age 18 and older with chronic kidney disease who have ever been diagnosed with high blood pressure,2022,State,Vermont,Education,College Degree or More,64,NA,,2023,67,71,,College Degree or More,2025-09-08
HDS04,% of adults age 18 and older with chronic kidney disease who have ever been diagnosed with high blood pressure,2022,State,Vermont,Sex,Female,73,NA,,2023,64,71,,Female,2025-09-08
HDS04,% of adults age 18 and older with chronic kidney disease who have ever been diagnosed with high blood pressure,2022,State,Vermont,Income,Low (<$25K),58,NA,,,,,,Low (<$25K),2025-09-08
HDS04,% of adults age 18 and older with chronic kidney disease who have ever been diagnosed with high blood pressure,2022,State,Vermont,Income,Middle ($25K- <50K),76,NA,,,,,,Middle ($25K- <50K),2025-09-08
HDS04,% of adults age 18 and older with chronic kidney disease who have ever been diagnosed with high blood pressure,2022,State,Vermont,Income,High ($50K - <$75K),88,NA,,,,,,High ($50K - <$75K),2025-09-08
D06,% of adults age 18 and older with diagnosed diabetes who have ever received formal diabetes education (DSME),2020,State,Vermont,Income,High ($50K - <$75K),59,NA,,2022,64,50,,High ($50K - <$75K),2025-09-08
D06,% of adults age 18 and older with diagnosed diabetes who have ever received formal diabetes education (DSME),2020,State,Vermont,Education,College Degree or More,57,NA,,2022,54,50,,College Degree or More,2025-09-08
D06,% of adults age 18 and older with diagnosed diabetes who have ever received formal diabetes education (DSME),2020,State,Vermont,Education,Some College,56,NA,,2022,57,50,,Some College,2025-09-08
D06,% of adults age 18 and older with diagnosed diabetes who have ever received formal diabetes education (DSME),2020,State,Vermont,Income,Middle ($25K- <50K),56,NA,,2022,56,50,,Middle ($25K- <50K),2025-09-08
D06,% of adults age 18 and older with diagnosed diabetes who have ever received formal diabetes education (DSME),2020,State,Vermont,Sex,Female,52,NA,,2022,50,50,,Female,2025-09-08
D06,% of adults age 18 and older with diagnosed diabetes who have ever received formal diabetes education (DSME),2020,State,Vermont,Income,Highest ($75K+),50,NA,,2022,46,50,,Highest ($75K+),2025-09-08
D06,% of adults age 18 and older with diagnosed diabetes who have ever received formal diabetes education (DSME),2020,State,Vermont,Disability,No Disability,49,NA,,2022,50,50,,No Disability,2025-09-08
D06,% of adults age 18 and older with diagnosed diabetes who have ever received formal diabetes education (DSME),2020,State,Vermont,Race and Ethnicity,Overall,47,NA,,2022,50,50,,Overall,2025-09-08
D06,% of adults age 18 and older with diagnosed diabetes who have ever received formal diabetes education (DSME),2020,State,Vermont,Race and Ethnicity,"White, non-Hispanic",47,NA,,2022,51,50,,"White, non-Hispanic",2025-09-08
D06,% of adults age 18 and older with diagnosed diabetes who have ever received formal diabetes education (DSME),2020,State,Vermont,Sex,Overall,47,NA,,2022,50,50,,Overall,2025-09-08
D06,% of adults age 18 and older with diagnosed diabetes who have ever received formal diabetes education (DSME),2020,State,Vermont,SOGI,Overall,47,NA,,2022,50,50,,Overall,2025-09-08
D06,% of adults age 18 and older with diagnosed diabetes who have ever received formal diabetes education (DSME),2020,State,Vermont,SOGI,LGBTQ,47,NA,,2022,50,50,,LGBTQ,2025-09-08
D06,% of adults age 18 and older with diagnosed diabetes who have ever received formal diabetes education (DSME),2020,State,Vermont,SOGI,Heterosexual Cisgender,47,NA,,2022,49,50,,Heterosexual Cisgender,2025-09-08
D06,% of adults age 18 and older with diagnosed diabetes who have ever received formal diabetes education (DSME),2020,State,Vermont,Disability,Overall,47,NA,,2022,50,50,,Overall,2025-09-08
D06,% of adults age 18 and older with diagnosed diabetes who have ever received formal diabetes education (DSME),2020,State,Vermont,Education,Overall,47,NA,,2022,50,50,,Overall,2025-09-08
D06,% of adults age 18 and older with diagnosed diabetes who have ever received formal diabetes education (DSME),2020,State,Vermont,Income,Overall,47,NA,,2022,50,50,,Overall,2025-09-08
D06,% of adults age 18 and older with diagnosed diabetes who have ever received formal diabetes education (DSME),2020,State,Vermont,Race and Ethnicity,BIPOC,44,NA,,2022,49,50,,BIPOC,2025-09-08
D06,% of adults age 18 and older with diagnosed diabetes who have ever received formal diabetes education (DSME),2020,State,Vermont,Sex,Male,43,NA,,2022,50,50,,Male,2025-09-08
D06,% of adults age 18 and older with diagnosed diabetes who have ever received formal diabetes education (DSME),2020,State,Vermont,Disability,Disability,42,NA,,2022,46,50,,Disability,2025-09-08
D06,% of adults age 18 and older with diagnosed diabetes who have ever received formal diabetes education (DSME),2020,State,Vermont,Income,Low (<$25K),40,NA,,2022,43,50,,Low (<$25K),2025-09-08
D06,% of adults age 18 and older with diagnosed diabetes who have ever received formal diabetes education (DSME),2020,State,Vermont,Education,High School Degree or Less,38,NA,,2022,44,50,,High School Degree or Less,2025-09-08
D06,% of adults age 18 and older with diagnosed diabetes who have ever received formal diabetes education (DSME),2020,State,Vermont,NA,NA,47,NA,,2022,50,50,,Overall,2025-09-08
